691.0,582.0
698.0,575.0
705.0,567.0
712.0,559.0
720.0,553.0
728.0,550.0
735.0,547.0
742.0,545.0
751.0,542.0
760.0,541.0
767.0,542.0
777.0,543.0
785.0,547.0
793.0,550.0
800.0,552.0
805.0,559.0
812.0,565.0
817.0,569.0
822.0,573.0
825.0,581.0
828.0,587.0
830.0,595.0
840.0,600.0
842.0,601.0
845.0,599.0
849.0,595.0
850.0,591.0
851.0,585.0
852.0,579.0
853.0,572.0
853.0,565.0
852.0,559.0
851.0,552.0
851.0,547.0
851.0,541.0
849.0,535.0
849.0,531.0
849.0,525.0
851.0,518.0
851.0,511.0
851.0,505.0
851.0,498.0
851.0,492.0
851.0,487.0
847.0,480.0
843.0,472.0
840.0,465.0
839.0,457.0
837.0,450.0
833.0,441.0
829.0,432.0
825.0,423.0
819.0,415.0
815.0,408.0
810.0,400.0
803.0,393.0
798.0,385.0
791.0,379.0
784.0,372.0
776.0,368.0
770.0,363.0
764.0,360.0
760.0,357.0
756.0,350.0
750.0,345.0
744.0,339.0
737.0,335.0
730.0,327.0
724.0,320.0
718.0,312.0
713.0,305.0
707.0,298.0
703.0,289.0
697.0,281.0
694.0,271.0
690.0,263.0
686.0,255.0
681.0,247.0
679.0,239.0
675.0,231.0
670.0,222.0
666.0,215.0
660.0,208.0
653.0,200.0
647.0,193.0
641.0,187.0
635.0,179.0
629.0,173.0
624.0,165.0
618.0,159.0
613.0,152.0
607.0,145.0
603.0,139.0
598.0,130.0
594.0,122.0
589.0,112.0
584.0,105.0
581.0,95.0
577.0,87.0
573.0,78.0
569.0,70.0
566.0,61.0
561.0,55.0
555.0,47.0
546.0,40.0
541.0,35.0
533.0,32.0
529.0,29.0
525.0,28.0
521.0,27.0
517.0,25.0
514.0,25.0
508.0,25.0
502.0,25.0
496.0,25.0
492.0,27.0
486.0,27.0
481.0,29.0
474.0,32.0
469.0,35.0
463.0,37.0
457.0,41.0
451.0,42.0
444.0,45.0
438.0,51.0
432.0,55.0
427.0,60.0
420.0,65.0
413.0,70.0
407.0,75.0
402.0,81.0
396.0,85.0
386.0,89.0
379.0,95.0
373.0,98.0
365.0,103.0
357.0,111.0
349.0,115.0
340.0,122.0
335.0,125.0
327.0,133.0
317.0,139.0
311.0,145.0
310.0,151.0
306.0,157.0
303.0,162.0
306.0,165.0
302.0,173.0
300.0,181.0
301.0,192.0
300.0,200.0
300.0,205.0
303.0,213.0
305.0,220.0
309.0,228.0
306.0,237.0
309.0,242.0
312.0,245.0
315.0,250.0
322.0,255.0
328.0,260.0
333.0,265.0
338.0,271.0
342.0,277.0
345.0,283.0
351.0,288.0
355.0,295.0
359.0,303.0
362.0,311.0
365.0,318.0
369.0,325.0
373.0,333.0
377.0,341.0
384.0,349.0
387.0,355.0
390.0,362.0
394.0,368.0
399.0,372.0
401.0,375.0
401.0,375.0
402.0,375.0
401.0,375.0
402.0,375.0
404.0,378.0
403.0,378.0
404.0,377.0
403.0,377.0
404.0,377.0
409.0,372.0
415.0,367.0
419.0,363.0
422.0,360.0
425.0,359.0
426.0,361.0
428.0,365.0
431.0,369.0
434.0,373.0
439.0,379.0
446.0,387.0
452.0,393.0
457.0,400.0
463.0,408.0
467.0,415.0
468.0,420.0
469.0,423.0
468.0,425.0
467.0,427.0
465.0,427.0
465.0,427.0
462.0,428.0
459.0,429.0
455.0,431.0
450.0,435.0
444.0,441.0
437.0,448.0
431.0,455.0
423.0,465.0
416.0,470.0
407.0,477.0
401.0,482.0
392.0,488.0
386.0,495.0
378.0,498.0
370.0,505.0
362.0,510.0
354.0,513.0
346.0,515.0
339.0,520.0
336.0,522.0
335.0,522.0
338.0,527.0
340.0,531.0
343.0,537.0
346.0,543.0
351.0,550.0
358.0,553.0
359.0,553.0
361.0,552.0
364.0,552.0
366.0,549.0
370.0,547.0
372.0,543.0
375.0,542.0
377.0,541.0
381.0,540.0
385.0,539.0
388.0,537.0
392.0,535.0
394.0,535.0
400.0,532.0
402.0,531.0
404.0,532.0
406.0,531.0
407.0,531.0
409.0,531.0
411.0,531.0
414.0,530.0
418.0,529.0
421.0,529.0
423.0,531.0
426.0,530.0
428.0,530.0
429.0,529.0
431.0,529.0
434.0,531.0
438.0,532.0
441.0,535.0
446.0,535.0
446.0,535.0
447.0,537.0
451.0,540.0
454.0,542.0
458.0,545.0
462.0,550.0
465.0,553.0
468.0,558.0
470.0,562.0
473.0,568.0
478.0,573.0
481.0,580.0
485.0,588.0
488.0,595.0
492.0,603.0
494.0,611.0
494.0,619.0
494.0,625.0
493.0,632.0
490.0,638.0
487.0,643.0
483.0,648.0
480.0,653.0
476.0,659.0
472.0,663.0
466.0,669.0
460.0,673.0
456.0,677.0
453.0,679.0
452.0,679.0
457.0,680.0
459.0,683.0
461.0,685.0
463.0,689.0
467.0,693.0
471.0,697.0
472.0,700.0
476.0,700.0
482.0,695.0
488.0,687.0
496.0,681.0
502.0,680.0
509.0,675.0
517.0,671.0
525.0,665.0
530.0,659.0
532.0,657.0
539.0,651.0
546.0,645.0
552.0,640.0
557.0,635.0
562.0,630.0
568.0,628.0
577.0,623.0
589.0,618.0
605.0,615.0
613.0,609.0
620.0,605.0
629.0,601.0
637.0,597.0
647.0,595.0
654.0,593.0
663.0,593.0
670.0,591.0
679.0,590.0
687.0,591.0
694.0,593.0
698.0,590.0
